,0
22942,3
12111,1
15093,1
921,3
20301,3
19476,2
18295,2
17571,2
23822,3
17769,2
20640,3
23286,3
3619,5
18136,2
17305,2
20395,3
15886,2
8931,5
17498,2
21359,3
13956,1
22186,3
7224,4
1977,4
11275,1
12194,1
24919,4
24837,4
9893,5
8179,5
20050,2
3166,5
4367,5
14261,1
14013,1
359,2
6977,4
16959,2
1896,4
1211,4
300,2
2587,5
4138,5
1397,4
11780,1
8428,5
2922,5
17816,2
15693,2
11580,1
11851,1
17458,2
9916,5
14652,1
5320,1
14259,1
10684,5
26389,4
10201,5
6148,3
20485,3
14035,1
22035,3
26146,4
24878,4
9813,5
7741,4
26333,4
4158,5
16032,2
21168,3
17978,2
23649,3
3115,5
17940,2
23411,3
5363,1
18609,2
24854,4
11031,1
23556,3
25272,4
19827,2
15278,1
15089,1
24252,4
4991,1
23594,3
21571,3
4597,5
7813,4
6916,4
8035,4
13250,1
21786,3
13424,1
24141,4
3443,5
2422,5
8155,5
8196,5
918,3
14716,1
10155,5
5999,3
14701,1
823,3
15908,2
23596,3
376,2
669,3
409,2
12396,1
16409,2
10257,5
4809,1
24551,4
9119,5
13571,1
21472,3
12779,1
17380,2
17527,2
4088,5
10041,5
3337,5
22135,3
4587,5
24906,4
18243,2
11849,1
26076,4
9536,5
11574,1
16763,2
11179,1
12810,1
15911,2
12907,1
4793,1
2366,5
16219,2
20951,3
26268,4
23727,3
19219,2
13512,1
5060,1
4432,5
6715,3
24506,4
12228,1
15198,1
10579,5
26049,4
12803,1
24863,4
26279,4
3297,5
428,2
11821,1
19119,2
7124,4
22342,3
19398,2
1961,4
12544,1
7262,4
3483,5
15571,2
3295,5
6329,3
16301,2
22139,3
16179,2
4539,5
15526,2
21187,3
24055,4
17626,2
6080,3
16252,2
24584,4
2302,5
16682,2
24951,4
21923,3
20866,3
7694,4
976,3
24636,4
11685,1
9492,5
26312,4
20015,2
8166,5
17666,2
24423,4
21344,3
4647,5
24189,4
7910,4
12690,1
17271,2
24948,4
16282,2
20854,3
2050,4
20132,3
25806,4
6382,3
19370,2
22320,3
13804,1
17268,2
5355,1
7383,4
26307,4
18274,2
6641,3
796,3
881,3
25883,4
9970,5
5849,3
20985,3
10541,5
5069,1
13925,1
21435,3
17056,2
14037,1
18859,2
840,3
4159,5
18378,2
24042,4
14975,1
11566,1
22005,3
23024,3
6594,3
10626,5
9071,5
25085,4
16660,2
7144,4
25196,4
17503,2
5754,3
5469,1
2141,4
4697,5
25956,4
8195,5
19801,2
23578,3
3537,5
21351,3
4656,5
25515,4
19641,2
14651,1
12105,1
17855,2
17493,2
18487,2
10586,5
17382,2
6260,3
13970,1
23995,4
18923,2
9741,5
9743,5
22957,3
9625,5
18277,2
22430,3
1371,4
11628,1
21932,3
9958,5
20065,2
19268,2
9181,5
10958,1
9250,5
24133,4
15968,2
14234,1
7511,4
13683,1
25427,4
4072,5
6535,3
24257,4
1607,4
13816,1
13803,1
24009,4
11734,1
22623,3
1037,3
2225,5
12825,1
17227,2
5610,2
21353,3
1346,4
21054,3
572,2
9505,5
10133,5
8836,5
8340,5
14898,1
13324,1
13801,1
12735,1
11148,1
15448,2
11126,1
5290,1
8052,4
15464,2
23814,3
7219,4
14398,1
4185,5
3410,5
2913,5
25988,4
20469,3
9330,5
20542,3
23840,3
12562,1
10915,1
12007,1
10825,5
12202,1
12545,1
13658,1
26744,4
599,2
17236,2
5264,1
2949,5
12281,1
10880,5
9966,5
17575,2
16298,2
25182,4
7242,4
22154,3
15261,1
3903,5
9526,5
8134,5
13923,1
24351,4
8190,5
26172,4
25090,4
18654,2
22915,3
26872,4
13220,1
23465,3
24425,4
5711,2
21836,3
21161,3
8072,4
23418,3
25405,4
1618,4
18682,2
3931,5
24711,4
16536,2
12185,1
4008,5
7654,4
4025,5
20862,3
10708,5
19281,2
21698,3
12125,1
3512,5
4862,1
14368,1
4046,5
16479,2
15797,2
7630,4
10477,5
13883,1
22504,3
11102,1
6196,3
23182,3
12759,1
24027,4
23196,3
4641,5
18893,2
8250,5
3193,5
13939,1
12115,1
18332,2
12859,1
7022,4
5268,1
15116,1
9414,5
3225,5
16917,2
390,2
21206,3
17051,2
7427,4
445,2
16350,2
16067,2
9274,5
3831,5
15626,2
18692,2
22882,3
1118,4
17086,2
19864,2
22655,3
4334,5
926,3
401,2
15238,1
7932,4
26342,4
3188,5
9662,5
12954,1
6176,3
4545,5
5682,2
24616,4
9702,5
11876,1
4366,5
25331,4
5311,1
20922,3
5942,3
2472,5
17067,2
26873,4
13239,1
22370,3
1252,4
13729,1
6595,3
2638,5
10049,5
6444,3
22975,3
22876,3
18731,2
5710,2
16491,2
21874,3
13540,1
1791,4
26162,4
4067,5
4638,5
4009,5
8553,5
11299,1
12441,1
1807,4
20477,3
7858,4
16622,2
12685,1
10342,5
21390,3
6127,3
3447,5
16493,2
5714,3
11346,1
782,3
1204,4
2038,4
13810,1
17696,2
9639,5
20017,2
1370,4
3720,5
12339,1
20331,3
23168,3
11439,1
25657,4
20913,3
15008,1
1042,3
23885,4
1465,4
828,3
13486,1
2352,5
13365,1
16669,2
17433,2
13950,1
20293,3
23032,3
18436,2
23688,3
12420,1
15932,2
20693,3
1808,4
21178,3
14741,1
21726,3
23305,3
26450,4
15852,2
17136,2
20383,3
12127,1
26749,4
12935,1
16386,2
19222,2
16672,2
19975,2
4284,5
19944,2
25067,4
16925,2
13813,1
14140,1
57,1
23088,3
4726,5
2380,5
5622,2
15022,1
12783,1
9396,5
18546,2
25755,4
10247,5
10102,5
23287,3
17144,2
10889,5
261,1
13971,1
26860,4
15098,1
15129,1
7739,4
23876,4
11052,1
12148,1
15579,2
23963,4
17914,2
10779,5
10838,5
5512,2
8686,5
23962,4
21575,3
19796,2
22493,3
25839,4
19295,2
15563,2
790,3
1274,4
8241,5
11558,1
6785,3
21135,3
13462,1
9898,5
5206,1
8287,5
19577,2
11732,1
9007,5
1782,4
23475,3
2934,5
940,3
10365,5
6479,3
437,2
10343,5
18856,2
22738,3
17469,2
3130,5
9506,5
7295,4
15918,2
10474,5
4330,5
5712,2
2693,5
23243,3
6873,4
2127,4
12515,1
9124,5
9910,5
20609,3
11940,1
16098,2
22822,3
11773,1
11835,1
3223,5
15837,2
21644,3
8832,5
8794,5
22987,3
6952,4
8297,5
5992,3
6189,3
18529,2
14174,1
25649,4
7538,4
1424,4
25936,4
10469,5
25169,4
17134,2
26785,4
4823,1
15873,2
5256,1
5450,1
23880,4
21393,3
25804,4
2100,4
11093,1
817,3
18123,2
26516,4
23159,3
2267,5
563,2
13000,1
20306,3
10267,5
5323,1
14020,1
17406,2
18389,2
21582,3
2696,5
24910,4
16011,2
683,3
24973,4
15103,1
25543,4
18479,2
12785,1
23583,3
2218,5
14770,1
23474,3
4011,5
3471,5
5058,1
24761,4
6664,3
22048,3
5095,1
22557,3
7584,4
23905,4
24710,4
1620,4
25038,4
24010,4
6183,3
18620,2
15560,2
9356,5
21735,3
19991,2
11521,1
21005,3
11721,1
13848,1
19204,2
2611,5
21758,3
20687,3
21658,3
17418,2
26694,4
18279,2
7366,4
13403,1
13979,1
16145,2
22670,3
20342,3
14158,1
11924,1
14554,1
17614,2
10498,5
14336,1
7350,4
5841,3
2604,5
8738,5
839,3
8662,5
3985,5
11467,1
1441,4
8761,5
1280,4
10384,5
3255,5
5557,2
6469,3
16746,2
1790,4
16798,2
18824,2
16420,2
1523,4
9859,5
10369,5
12795,1
1786,4
8775,5
19044,2
25041,4
7368,4
22145,3
17269,2
19694,2
3529,5
16036,2
3019,5
25141,4
8078,4
16528,2
14547,1
25259,4
3812,5
4784,1
14901,1
10062,5
20158,3
11265,1
2557,5
9922,5
11065,1
13718,1
25347,4
987,3
13604,1
10255,5
20198,3
8438,5
26843,4
4627,5
2246,5
7271,4
9822,5
25836,4
19575,2
2518,5
496,2
24479,4
15027,1
16629,2
22767,3
4849,1
1394,4
3658,5
12844,1
12394,1
19525,2
13602,1
25750,4
26109,4
4263,5
15747,2
19260,2
9635,5
24498,4
25323,4
11279,1
1818,4
8955,5
5293,1
18314,2
9877,5
24396,4
7528,4
8434,5
21415,3
26464,4
13338,1
3310,5
14249,1
15343,2
22067,3
12483,1
11510,1
6923,4
24862,4
5577,2
23329,3
22902,3
2018,4
10273,5
5309,1
22591,3
11480,1
25099,4
24243,4
7733,4
18481,2
11772,1
21324,3
13884,1
25911,4
18999,2
25216,4
6511,3
3964,5
2655,5
16605,2
9699,5
2644,5
12871,1
15887,2
18165,2
5642,2
23062,3
9960,5
6110,3
12707,1
6686,3
6563,3
21437,3
21526,3
5591,2
3039,5
24290,4
17988,2
904,3
23031,3
1951,4
25184,4
18769,2
12553,1
14719,1
5057,1
8634,5
15484,2
16969,2
14867,1
10051,5
8344,5
13864,1
2192,5
2948,5
609,3
15346,2
6107,3
23875,4
8890,5
8567,5
14798,1
23932,4
25255,4
25703,4
8574,5
12410,1
25124,4
18104,2
24266,4
16941,2
9615,5
23015,3
17916,2
26287,4
19726,2
22977,3
17659,2
7073,4
12183,1
6669,3
7798,4
20056,2
2735,5
8222,5
5380,1
23109,3
11037,1
18246,2
24136,4
14200,1
14150,1
324,2
26636,4
19672,2
17640,2
23324,3
19812,2
7657,4
7418,4
18910,2
7725,4
11657,1
22123,3
3998,5
17565,2
5045,1
10421,5
22122,3
17644,2
9494,5
12153,1
9607,5
14137,1
10797,5
10203,5
22769,3
20747,3
19377,2
2261,5
9386,5
13017,1
19150,2
16737,2
7748,4
19889,2
25732,4
78,1
2320,5
22170,3
25959,4
22260,3
22813,3
1603,4
14418,1
11917,1
18101,2
20061,2
3820,5
5137,1
272,1
13965,1
4634,5
15020,1
26201,4
670,3
3386,5
13686,1
18949,2
18563,2
26071,4
2854,5
16330,2
7821,4
23658,3
10366,5
14710,1
19306,2
11313,1
9771,5
9350,5
24052,4
12820,1
9312,5
16515,2
5961,3
8921,5
17046,2
17253,2
6059,3
23778,3
25170,4
9894,5
24232,4
9011,5
24474,4
1748,4
16539,2
24559,4
19977,2
8859,5
9455,5
16757,2
25281,4
24065,4
16616,2
23610,3
4521,5
4763,5
18883,2
4895,1
142,1
12892,1
16886,2
7116,4
1577,4
19346,2
7226,4
7377,4
14931,1
18272,2
4064,5
11127,1
23770,3
23106,3
13240,1
1234,4
18588,2
18927,2
155,1
7454,4
25378,4
14372,1
17330,2
4280,5
13396,1
26706,4
18800,2
19153,2
19928,2
19479,2
21299,3
17939,2
21216,3
5541,2
9121,5
4720,5
7343,4
26747,4
8872,5
16661,2
23338,3
759,3
3112,5
25909,4
22675,3
24747,4
5514,2
13531,1
17050,2
22008,3
2767,5
8432,5
16097,2
15296,2
11269,1
26375,4
1268,4
4888,1
17693,2
21322,3
321,2
19851,2
1456,4
5432,1
11971,1
18380,2
17351,2
10492,5
23528,3
4264,5
8694,5
14148,1
25479,4
24946,4
5492,1
8493,5
24961,4
23481,3
19829,2
6658,3
11196,1
10503,5
3808,5
329,2
424,2
1688,4
25188,4
16295,2
5776,3
21925,3
20353,3
5597,2
14951,1
4700,5
2928,5
6878,4
14976,1
13636,1
2906,5
13847,1
17797,2
24949,4
9542,5
20459,3
10888,5
15406,2
1046,3
19610,2
16896,2
24872,4
20889,3
14654,1
7713,4
23801,3
8130,5
24083,4
15768,2
23997,4
18866,2
1474,4
20160,3
426,2
8841,5
4685,5
20150,3
8837,5
6371,3
15990,2
1565,4
16573,2
21516,3
345,2
25931,4
9779,5
21610,3
24522,4
21772,3
17322,2
20493,3
4425,5
5744,3
21855,3
954,3
26761,4
21719,3
1878,4
7401,4
7771,4
1375,4
3516,5
1120,4
3185,5
19300,2
20403,3
8092,4
23709,3
20893,3
24341,4
5322,1
19552,2
26000,4
21664,3
9614,5
1332,4
5113,1
4027,5
5351,1
26670,4
2186,5
11356,1
16421,2
2356,5
14740,1
6436,3
18258,2
5067,1
24598,4
328,2
22574,3
21488,3
21567,3
392,2
20718,3
16624,2
9644,5
26074,4
12563,1
20415,3
9005,5
17491,2
3657,5
19797,2
26869,4
8535,5
9366,5
13606,1
24588,4
11122,1
4452,5
19341,2
20647,3
17218,2
8701,5
6214,3
16468,2
16477,2
11223,1
17306,2
26364,4
10791,5
5530,2
18705,2
1239,4
18058,2
20430,3
21630,3
2325,5
2256,5
686,3
10075,5
5771,3
15251,1
19729,2
9232,5
11869,1
6204,3
5563,2
15503,2
5839,3
17193,2
20673,3
24922,4
130,1
8188,5
26551,4
11674,1
15398,2
14334,1
4652,5
15100,1
15584,2
12098,1
16966,2
10924,1
3282,5
20034,2
2833,5
11618,1
17158,2
12625,1
3009,5
19164,2
13521,1
24769,4
7566,4
25897,4
13629,1
16113,2
690,3
452,2
12233,1
19563,2
13684,1
21226,3
8027,4
1147,4
14493,1
15597,2
4732,5
16375,2
6006,3
9345,5
6421,3
19460,2
9178,5
21670,3
894,3
1467,4
11301,1
1123,4
17667,2
18681,2
16990,2
764,3
11722,1
5749,3
3908,5
20928,3
24548,4
25154,4
18010,2
3539,5
20219,3
6419,3
16313,2
1452,4
26712,4
18958,2
16984,2
18160,2
1845,4
18489,2
26186,4
12018,1
20443,3
6865,4
19324,2
24438,4
7533,4
6404,3
3868,5
16195,2
14754,1
6852,4
4496,5
9984,5
17528,2
25901,4
16802,2
3354,5
24975,4
21515,3
21592,3
21859,3
468,2
11026,1
24690,4
4257,5
10723,5
6490,3
8944,5
16286,2
10329,5
12239,1
21790,3
8061,4
14272,1
21009,3
3852,5
18973,2
1640,4
5489,1
1325,4
16585,2
20209,3
6330,3
1321,4
416,2
21089,3
15753,2
22396,3
11742,1
24590,4
6199,3
22561,3
23612,3
2112,4
16994,2
2001,4
18918,2
6613,3
23991,4
11860,1
6877,4
17361,2
5473,1
5381,1
7617,4
17292,2
16890,2
2205,5
11725,1
7287,4
8541,5
14514,1
16738,2
1489,4
11675,1
19070,2
9453,5
6441,3
13881,1
897,3
12051,1
22113,3
16721,2
11785,1
24226,4
11402,1
6582,3
14819,1
8140,5
10290,5
25940,4
24165,4
7251,4
6897,4
10977,1
19629,2
5882,3
15639,2
898,3
19718,2
22921,3
18386,2
11183,1
12912,1
18255,2
7940,4
18263,2
20846,3
11731,1
15255,1
5397,1
22998,3
12012,1
6682,3
529,2
15909,2
25052,4
8355,5
2091,4
4459,5
19019,2
23395,3
11569,1
23722,3
24002,4
16641,2
6723,3
18931,2
14138,1
15669,2
15081,1
2459,5
874,3
23051,3
18904,2
4228,5
13548,1
11158,1
13761,1
18624,2
3428,5
7490,4
21902,3
24547,4
14903,1
25744,4
26220,4
1857,4
9052,5
16750,2
21936,3
24708,4
22316,3
6716,3
13108,1
13487,1
6397,3
8452,5
10291,5
3671,5
17772,2
6989,4
20896,3
15750,2
17439,2
4586,5
378,2
24967,4
19461,2
22076,3
8209,5
22697,3
12644,1
8905,5
12047,1
19273,2
19212,2
15091,1
24628,4
7281,4
25471,4
2877,5
11878,1
18861,2
20703,3
15090,1
1777,4
1085,3
23460,3
19197,2
22748,3
20317,3
4322,5
19309,2
19697,2
9420,5
18685,2
25775,4
24813,4
3095,5
6432,3
14644,1
4776,5
12802,1
314,2
11604,1
7499,4
25412,4
1190,4
22529,3
24054,4
8445,5
22408,3
11266,1
19560,2
24182,4
2496,5
21972,3
25516,4
9333,5
24062,4
6324,3
5230,1
14873,1
23214,3
6760,3
12089,1
2012,4
816,3
5982,3
265,1
5389,1
10457,5
25162,4
21289,3
333,2
6420,3
7236,4
21019,3
25609,4
766,3
25190,4
11781,1
25714,4
5807,3
10215,5
13432,1
16499,2
15234,1
17010,2
7969,4
4549,5
4328,5
10630,5
2000,4
6707,3
10624,5
6593,3
12984,1
10000,5
12186,1
24299,4
9961,5
8286,5
17654,2
6280,3
21986,3
23501,3
21830,3
25147,4
15523,2
12718,1
199,1
371,2
13025,1
16453,2
26340,4
486,2
14813,1
26174,4
20187,3
22953,3
7488,4
1962,4
9995,5
15463,2
26563,4
26282,4
21295,3
2629,5
15388,2
22043,3
4287,5
3895,5
4643,5
23071,3
14912,1
5893,3
5486,1
1061,3
16497,2
20026,2
11686,1
16093,2
8298,5
14757,1
26708,4
10947,1
17323,2
240,1
25096,4
1146,4
19548,2
22494,3
12401,1
11044,1
4080,5
12877,1
11286,1
8635,5
19709,2
26107,4
3218,5
5632,2
3540,5
17947,2
16365,2
11,1
13451,1
24455,4
20047,2
23726,3
13167,1
21835,3
15304,2
22891,3
6968,4
9061,5
16021,2
18299,2
22638,3
11908,1
2753,5
21489,3
12382,1
10012,5
16814,2
16307,2
23216,3
26498,4
5618,2
20623,3
9502,5
16377,2
6155,3
22238,3
20741,3
21214,3
4115,5
597,2
21235,3
9818,5
2481,5
22499,3
14478,1
16288,2
7188,4
21620,3
19503,2
24914,4
17788,2
4122,5
7414,4
15236,1
19042,2
22683,3
24347,4
5918,3
20534,3
1625,4
24372,4
17576,2
18709,2
3993,5
26394,4
9681,5
13079,1
20909,3
19058,2
22203,3
663,3
15024,1
17485,2
7233,4
16472,2
11954,1
15878,2
24250,4
22019,3
25380,4
3211,5
21911,3
22462,3
20170,3
22578,3
23423,3
21110,3
10176,5
20329,3
3731,5
22939,3
11110,1
761,3
7547,4
21839,3
2954,5
10029,5
21621,3
18896,2
19532,2
5608,2
12664,1
24796,4
19804,2
18603,2
16456,2
16797,2
16870,2
26306,4
3238,5
2994,5
24328,4
16297,2
22084,3
14570,1
24428,4
23197,3
18176,2
23656,3
11914,1
4404,5
26434,4
19715,2
16685,2
19069,2
7936,4
17903,2
26786,4
1059,3
3724,5
1210,4
26638,4
7751,4
9209,5
223,1
4834,1
24093,4
12560,1
22814,3
16712,2
20466,3
14677,1
25047,4
2834,5
1141,4
14916,1
13713,1
23553,3
14429,1
4484,5
9068,5
26776,4
17425,2
23456,3
21581,3
10740,5
7555,4
15173,1
14684,1
9717,5
11892,1
17827,2
1851,4
6164,3
3662,5
24345,4
26573,4
1395,4
24271,4
23518,3
12062,1
21407,3
12473,1
3487,5
5619,2
22367,3
5075,1
21773,3
3414,5
17787,2
17463,2
7583,4
23220,3
6219,3
3341,5
9971,5
11427,1
25121,4
21792,3
1240,4
16470,2
6527,3
10189,5
25859,4
11076,1
1722,4
25984,4
5246,1
6156,3
24270,4
12402,1
19757,2
9551,5
19530,2
23034,3
22378,3
8600,5
19159,2
21,1
24180,4
8153,5
12979,1
14845,1
6608,3
25533,4
18354,2
3761,5
22897,3
9560,5
380,2
26625,4
4003,5
2159,4
2837,5
12633,1
25568,4
25044,4
11993,1
24834,4
21006,3
12509,1
8591,5
1840,4
17333,2
20555,3
25071,4
1310,4
2565,5
12777,1
26501,4
25059,4
22666,3
22296,3
4177,5
20713,3
18024,2
9710,5
10759,5
17206,2
11201,1
3417,5
18647,2
18343,2
9853,5
8985,5
21264,3
4736,5
21253,3
9850,5
13430,1
4686,5
16943,2
25108,4
3292,5
12702,1
4319,5
14055,1
25082,4
16567,2
21558,3
12121,1
13052,1
730,3
7901,4
2651,5
6345,3
8495,5
19840,2
16893,2
8926,5
23597,3
24108,4
23486,3
4600,5
7925,4
9580,5
7247,4
5391,1
6185,3
25365,4
12700,1
22081,3
17256,2
2585,5
24325,4
8311,5
14145,1
11728,1
7641,4
25743,4
5544,2
1966,4
23294,3
12453,1
24614,4
12977,1
15162,1
10842,5
20380,3
1709,4
24357,4
3425,5
10100,5
6569,3
22889,3
25544,4
17060,2
22963,3
7339,4
967,3
24419,4
13807,1
23030,3
5234,1
13283,1
13496,1
1212,4
11542,1
20205,3
22385,3
26497,4
22997,3
16,1
25856,4
17184,2
4169,5
20271,3
4787,1
24519,4
24295,4
21615,3
12198,1
5572,2
7078,4
8488,5
6448,3
17690,2
13975,1
15770,2
22617,3
14123,1
13415,1
1378,4
18963,2
22491,3
7996,4
2286,5
9167,5
12248,1
21062,3
11866,1
7874,4
26475,4
11989,1
6394,3
21245,3
22589,3
12456,1
23652,3
517,2
23043,3
6985,4
18970,2
24902,4
24941,4
23591,3
23777,3
3892,5
3719,5
2939,5
22375,3
14475,1
15966,2
12728,1
545,2
18316,2
6430,3
3937,5
126,1
13509,1
15793,2
22482,3
24146,4
2083,4
20785,3
16820,2
101,1
15218,1
856,3
26311,4
19393,2
3804,5
2781,5
2239,5
9808,5
25137,4
19217,2
13244,1
659,3
18989,2
19956,2
20925,3
12033,1
24132,4
17721,2
21827,3
5529,2
17443,2
16312,2
14497,1
15926,2
8192,5
23736,3
16322,2
9484,5
21756,3
1753,4
12947,1
11078,1
24344,4
9049,5
18871,2
24064,4
19291,2
25822,4
6584,3
1921,4
26462,4
1742,4
24094,4
5993,3
14828,1
4859,1
22010,3
16749,2
3454,5
14948,1
12392,1
4325,5
16783,2
13342,1
2031,4
4806,1
1754,4
24703,4
15960,2
22188,3
14262,1
1400,4
15760,2
10280,5
20189,3
24665,4
26483,4
19116,2
41,1
13553,1
16395,2
23439,3
11464,1
4063,5
17079,2
21957,3
833,3
3817,5
3735,5
1855,4
25189,4
20508,3
8731,5
17061,2
9686,5
10832,5
4953,1
17835,2
3323,5
19183,2
14791,1
24657,4
5726,3
14674,1
8605,5
9107,5
4081,5
5966,3
18997,2
18847,2
5685,2
24808,4
22445,3
7562,4
8029,4
24364,4
3119,5
2958,5
14586,1
2361,5
16155,2
14546,1
16779,2
14136,1
8492,5
7059,4
23723,3
8928,5
24217,4
24486,4
3424,5
17622,2
4364,5
14662,1
2482,5
17662,2
6730,3
4710,5
1997,4
26010,4
10379,5
13346,1
26032,4
26205,4
1546,4
4658,5
7489,4
26020,4
956,3
1877,4
4538,5
21315,3
19415,2
21239,3
8310,5
25742,4
12407,1
20944,3
5854,3
1447,4
14518,1
709,3
25958,4
17898,2
26854,4
5705,2
6777,3
7905,4
4800,1
23635,3
12154,1
15466,2
7605,4
8572,5
6247,3
5235,1
2662,5
8487,5
17355,2
23737,3
17336,2
16715,2
11139,1
19620,2
7199,4
24306,4
14007,1
831,3
11968,1
22764,3
8481,5
9446,5
15883,2
16691,2
10058,5
21538,3
17360,2
7257,4
22955,3
26214,4
18924,2
23915,4
10659,5
12083,1
715,3
15210,1
24041,4
10839,5
7145,4
11267,1
12190,1
9678,5
21899,3
6051,3
18880,2
15580,2
22227,3
26530,4
17324,2
3848,5
21457,3
6123,3
17834,2
13447,1
25643,4
9715,5
10719,5
12751,1
26453,4
14696,1
10380,5
551,2
1450,4
4910,1
14258,1
20236,3
5722,3
4666,5
6643,3
34,1
11278,1
15949,2
15204,1
1732,4
25633,4
16617,2
15795,2
8258,5
16963,2
7691,4
12141,1
23253,3
26209,4
21284,3
25934,4
15122,1
11055,1
10834,5
16275,2
19604,2
6965,4
26589,4
3814,5
16588,2
22838,3
7294,4
21229,3
3897,5
19879,2
3637,5
7235,4
25863,4
12384,1
2502,5
2425,5
21711,3
2297,5
9450,5
26120,4
2959,5
16947,2
13850,1
16997,2
180,1
13116,1
22773,3
1080,3
18877,2
14921,1
8292,5
10115,5
3605,5
19744,2
1536,4
7638,4
14314,1
10540,5
12665,1
8897,5
6346,3
10190,5
21577,3
1693,4
7440,4
10763,5
21651,3
23014,3
12999,1
5192,1
9945,5
7118,4
10667,5
21233,3
13890,1
3819,5
13689,1
11423,1
20686,3
858,3
330,2
3934,5
24634,4
8970,5
8048,4
3165,5
14263,1
13461,1
15757,2
22044,3
18783,2
21669,3
18650,2
19382,2
5553,2
7220,4
18174,2
22980,3
11434,1
11091,1
5859,3
11129,1
20436,3
993,3
8038,4
13897,1
1911,4
20964,3
23974,4
5496,1
19819,2
6671,3
17168,2
21000,3
18296,2
12899,1
18539,2
9868,5
7171,4
12317,1
26704,4
4997,1
23799,3
21091,3
22174,3
22205,3
16718,2
3747,5
15118,1
7814,4
12713,1
19220,2
22973,3
12661,1
11322,1
23502,3
22022,3
18438,2
12073,1
16471,2
18319,2
21156,3
5797,3
16852,2
22904,3
8051,4
19360,2
18697,2
12055,1
19092,2
15465,2
5385,1
14606,1
22480,3
11817,1
3957,5
12097,1
1553,4
4480,5
5894,3
10256,5
5123,1
22865,3
17555,2
18157,2
9000,5
24643,4
26177,4
13796,1
26790,4
24472,4
20428,3
17352,2
11107,1
17895,2
14266,1
5686,2
17774,2
23039,3
23430,3
3996,5
10387,5
10918,1
15275,1
2055,4
15542,2
18505,2
3318,5
5458,1
3084,5
17830,2
9826,5
8935,5
5273,1
22306,3
23560,3
16270,2
2154,4
4668,5
25741,4
14296,1
19331,2
13714,1
16121,2
12914,1
21179,3
20604,3
23846,3
712,3
10653,5
13595,1
10587,5
2283,5
23317,3
21080,3
12142,1
23152,3
25449,4
26640,4
15077,1
13427,1
14858,1
11340,1
7906,4
15088,1
22110,3
2783,5
18251,2
25623,4
13265,1
26736,4
12151,1
16088,2
862,3
5812,3
17156,2
16950,2
26762,4
12794,1
13726,1
14060,1
14950,1
18532,2
14385,1
15900,2
6286,3
3707,5
20093,2
22843,3
5051,1
24150,4
26623,4
11974,1
20915,3
18408,2
4639,5
5203,1
23882,4
12331,1
19593,2
8236,5
23572,3
9663,5
13594,1
19294,2
1316,4
3999,5
12898,1
14585,1
19317,2
3426,5
25548,4
9214,5
23985,4
7378,4
7954,4
18815,2
14186,1
25599,4
10344,5
14833,1
4998,1
9171,5
9963,5
23756,3
10327,5
22244,3
16570,2
1338,4
20608,3
24656,4
11161,1
12941,1
8142,5
14406,1
16390,2
10661,5
26148,4
4320,5
1206,4
6661,3
1905,4
17185,2
2335,5
9091,5
10964,1
6380,3
23083,3
17081,2
21541,3
12164,1
5583,2
19261,2
24610,4
15924,2
24515,4
24366,4
9796,5
20995,3
10727,5
4268,5
16303,2
23640,3
21789,3
17880,2
12176,1
16815,2
13044,1
3890,5
23844,3
7747,4
11414,1
2578,5
4363,5
5897,3
14992,1
15175,1
24407,4
20544,3
10589,5
4507,5
2151,4
13387,1
20002,2
25268,4
3790,5
25469,4
17754,2
3604,5
2691,5
15798,2
17012,2
9752,5
15310,2
1396,4
11228,1
11379,1
10928,1
4420,5
1569,4
15738,2
17655,2
23954,4
20903,3
18792,2
21112,3
6546,3
17621,2
22776,3
16773,2
7576,4
9298,5
1480,4
21254,3
18046,2
18936,2
5678,2
3641,5
7999,4
604,3
23738,3
22026,3
23292,3
19998,2
13977,1
12138,1
12897,1
25661,4
5211,1
16473,2
14600,1
21729,3
10070,5
17265,2
20744,3
11602,1
2969,5
1639,4
4735,5
15042,1
6366,3
10143,5
16874,2
8073,4
8562,5
17950,2
10909,5
26680,4
9045,5
526,2
4518,5
21671,3
6437,3
2429,5
16111,2
26437,4
1557,4
21136,3
20616,3
21252,3
13839,1
6314,3
2435,5
3842,5
2301,5
9820,5
24639,4
11332,1
12274,1
18538,2
10444,5
18776,2
11720,1
21113,3
9767,5
7889,4
1464,4
20908,3
5799,3
16042,2
25159,4
4588,5
18018,2
11673,1
2685,5
13570,1
6908,4
18059,2
2624,5
7937,4
4285,5
23356,3
9584,5
25204,4
21622,3
12879,1
25557,4
17365,2
639,3
10954,1
24682,4
22353,3
5891,3
19798,2
3982,5
19137,2
1888,4
22489,3
7231,4
21241,3
22351,3
8381,5
10373,5
2336,5
24448,4
15442,2
20689,3
1520,4
4217,5
6687,3
22851,3
18959,2
15620,2
24276,4
11823,1
19538,2
26570,4
12930,1
7980,4
13752,1
14132,1
6976,4
4980,1
5356,1
5690,2
2025,4
13632,1
25035,4
19958,2
9524,5
15821,2
19760,2
20923,3
5730,3
26721,4
16335,2
6634,3
8178,5
14134,1
13465,1
16758,2
14411,1
23266,3
23207,3
7707,4
258,1
12632,1
8304,5
3639,5
17453,2
25535,4
5405,1
6393,3
7844,4
784,3
24492,4
14806,1
5174,1
14679,1
20180,3
6755,3
16358,2
22721,3
5770,3
17635,2
12444,1
23633,3
11352,1
22147,3
22966,3
6045,3
